Epoch,Loss,Accuracy,Precision,Recall,F1-score,Validation-F1-score
1,0.7207322776746407,0.7466507292743313,0.253291505980153,0.8851294259963632,0.3938714740754468,0.41491727863317174
2,0.6607364025904978,0.7985959936548156,0.29984972497583884,0.8731702170326011,0.44640306623608134,0.5434581244492608
3,0.6160798237906943,0.8688386146149736,0.4015253143847663,0.8366325909505318,0.5426273380130507,0.5716310631773933
4,0.5813779299207729,0.8865165079601544,0.44041590369538264,0.8141051993966903,0.5716043774978067,0.5800437526174731
5,0.5563846119016195,0.8970342475821591,0.46878268052984884,0.8047835506848959,0.5924601028036854,0.6115556170410071
6,0.5386940253724297,0.9039102846785704,0.4897734041556819,0.7961384399063316,0.6064605994457477,0.5663174772747986
7,0.5264348634284177,0.9081268121721721,0.5038477068666906,0.791769110886066,0.6158164133432098,0.623753754813389
8,0.5183676828583368,0.9099964077902639,0.5103987702776724,0.7901459514487496,0.6201855502884549,0.6091155981103453
9,0.5099367366420279,0.9138132713953868,0.5243773958153473,0.787715863814088,0.6296204789984605,0.6249022792457062
10,0.504131926156634,0.9160025308338431,0.5327209313460174,0.7878255068164722,0.635632531504776,0.6345400027479411
11,0.497991955859198,0.9173077452315538,0.5377816703267558,0.788666250835428,0.639497784930764,0.6248876570823647
12,0.4916683635908923,0.9193940983940826,0.5461398720812259,0.7886108755816986,0.6453517159906751,0.6296358374609516
13,0.4866506743559734,0.9199802803368278,0.5481946714949376,0.7936767514602086,0.6484814544775378,0.6163723566891266
14,0.4807485314153081,0.9220374514300504,0.5567528709937454,0.7930174167724703,0.6542072047930396,0.6222117161145646
15,0.4786433415661613,0.9222515860214345,0.5576406802535703,0.7931861267121659,0.6548772188804898,0.6426145980729197
16,0.4725549755979785,0.9246347791929457,0.5678440473256036,0.7934700910132904,0.6619592865796489,0.6514239614571926
17,0.46665953024685813,0.9251770507043466,0.5697348286179682,0.7983462143556875,0.6649396188183276,0.6579885921901598
18,0.4629500971423636,0.9265046563321767,0.5758097977038465,0.7964167928484115,0.6683802741257635,0.6452871587466616
19,0.4589865790854255,0.927266981245254,0.5790934479234402,0.7977144196274707,0.6710467082702609,0.6532771017291846
20,0.4537659358206413,0.9281015403628256,0.5828215517970495,0.7982859660796299,0.673746626538717,0.661794473678605
21,0.450588962585806,0.9288498029516818,0.5856717621593165,0.8030040853647191,0.6773313131861685,0.6463906681981989
22,0.44779988297884415,0.9296640650817548,0.5896179231990597,0.8016205161918719,0.6794663093951464,0.6559392517651272
23,0.4418233542991199,0.9308662976734764,0.5948974903793388,0.8043217210687926,0.6839371120786711,0.6380458153585775
24,0.44447168525603176,0.9301201155945024,0.5914664397686575,0.803737770559798,0.6814542475451506,0.6383132859652321
25,0.4386750265634317,0.9314959094017184,0.5975584141670833,0.8066173575873992,0.6865251469726205,0.6648475840973186
26,0.43182673932408255,0.9326305700536653,0.6027188149810304,0.8085057275732438,0.6906081907367058,0.635538704619094
27,0.4316233614151426,0.9327793986071268,0.6033481833398981,0.8090926314291039,0.6912354333321706,0.6541165231003409
28,0.42420162700063035,0.9343456998291427,0.6105884344571585,0.8116902476647148,0.6969220361882262,0.6595714881197022
29,0.42262533135551344,0.9346309700059413,0.6118915207437652,0.8123368829609311,0.6980088999464673,0.6538691250259356
30,0.4236649245881348,0.9341809069671785,0.6094394556643458,0.8137346281987331,0.6969238612307059,0.6421657798449386
31,0.4195480540716391,0.9346685908430539,0.6116299515924758,0.8150005064989875,0.6988196803321871,0.6496575238571473
32,0.41192087305964326,0.936738567714925,0.6221280405552695,0.8144223150163807,0.7054050796903738,0.6562371259800478
33,0.4062440790932813,0.9377565550206013,0.6266636433944462,0.818062536529209,0.7096847233611933,0.6520359249719638
34,0.4037482400806688,0.93785817041911,0.6269467879696997,0.8193048618882105,0.7103335737998814,0.6592007258319208
35,0.3964709573083644,0.9398804603565503,0.636613695035737,0.8237357681906232,0.7181862757183751,0.6394504875379639
36,0.39734350959602877,0.9392082908717059,0.6328952631721807,0.8246273097756667,0.716150443123343,0.6602927229873259
37,0.3944160405466025,0.9399006886803564,0.6364772488260322,0.8248897884783442,0.7185376017839263,0.6652497139804292
38,0.3864313610594907,0.9413020459802847,0.6435221471635403,0.8268640270243052,0.7237626732676211,0.6602240291272874
39,0.38519795667782103,0.941947443491429,0.6471388361708921,0.8263339012619356,0.7258400451750198,0.6535869657037775
40,0.39242056816173115,0.9403850423671462,0.6388450675715195,0.8258206834103714,0.7203984526047403,0.6469945566212757
41,0.3832983846287076,0.9424563925128671,0.6496299832120886,0.8275845698258323,0.7278885103005588,0.6552867344763199
42,0.3769890930798414,0.9432699062086919,0.6535143185715934,0.8300870882923719,0.7312931833991017,0.6524168927054766
43,0.371539199416586,0.9439468615529024,0.6562992636058621,0.8340537284675171,0.7345761047380162,0.6528412200564139
44,0.37376111917358507,0.9440397497960963,0.657278342310417,0.8321852197393436,0.7344621723713335,0.6350114416475973
45,0.37120224331780305,0.9444920718703419,0.6592540220199339,0.8343988270487589,0.7365577390269636,0.6640673478359197
46,0.36284192077976335,0.9456467479886482,0.6647666309287729,0.8382731013006834,0.741505328702512,0.663764704591559
47,0.36212115268484296,0.9459839897142888,0.6668947115727772,0.8374787986611888,0.7425153103029684,0.6671882807907207
48,0.3541116499000316,0.9473170197738251,0.6737071060226818,0.8406507670284812,0.747976955129379,0.6691466544640428
49,0.35130045836349183,0.9478788535712152,0.6761659633347279,0.8435367037518433,0.7506347396152518,0.6616025944409654
50,0.35088715450369196,0.9480585327217101,0.6776974959646606,0.8418448789999022,0.7509052407995024,0.6494134908361546
51,0.34738904827361483,0.94850213450701,0.6793434163836234,0.8451789861101143,0.7532415121489834,0.6472256179239018
52,0.34947737697645914,0.9484855453589057,0.6797475125836105,0.843443230323548,0.7527992675738873,0.6529065657226858
53,0.34197363278848664,0.9497306378274764,0.6865820824582695,0.8453506493966756,0.7577390275713187,0.6641578779538182
54,0.3381711082171193,0.9502259708386946,0.6891249241171558,0.8467772636000885,0.7598599991446475,0.6607967793177484
55,0.33228767572118223,0.9514283544905395,0.6951796977438391,0.850743239272189,0.7651344239402059,0.6494544111901882
56,0.3300181427876726,0.9518365052114095,0.6973440380744836,0.8517867305534661,0.7668666974945001,0.6478087997602575
57,0.331180148255482,0.9512363570736128,0.6933847068907685,0.8527215386700902,0.764842747188724,0.6613200161220664
58,0.3379379172119305,0.9500418560136651,0.6877443818055726,0.8476688790188036,0.7593779786213429,0.6556300395792833
59,0.32662773448571886,0.9520899909649567,0.698259307106839,0.8537671711278447,0.7682225550950301,0.6361730419014372
60,0.3199533790671568,0.9532079800723683,0.7038206198727868,0.8578424206339713,0.7732361829448838,0.6555722397176603
61,0.32131721770806276,0.9529634411979518,0.7026439876024538,0.8568221869592606,0.7721115955343024,0.6646272908932226
62,0.31680114320713837,0.9538128522722079,0.7070569961399104,0.859422165872364,0.7758296053388651,0.6570193278253783
63,0.31559765403219264,0.9542805275480931,0.7100709705409101,0.8592017723625209,0.7775502877379282,0.6638524792432308
64,0.31120790578692936,0.9547475985834845,0.7123177364483501,0.8612244457970774,0.779725456013833,0.6668122370740064
65,0.30592586829079144,0.9554367348667419,0.7154497335298621,0.8647401837395219,0.783042756149336,0.6539624923806517
66,0.31290612267933304,0.9545586635672425,0.7113882877442449,0.8604639589791934,0.7788568979302335,0.6633546545769756
67,0.3063684865403518,0.9554186488501413,0.7155318843141094,0.8641870218716009,0.7828650600284606,0.6560571469920147
68,0.30123003684788296,0.956449908847575,0.7215778020329774,0.8657658072722623,0.7871230710536029,0.6590545021827694
69,0.30390738299210296,0.9557275805353702,0.717164446079312,0.865132462036941,0.7842298619676878,0.6388567129903439
70,0.30233017826895064,0.9559593616957229,0.7188040240094229,0.8647065894189261,0.7850336723870808,0.6615727932538532
71,0.2968662053668242,0.9570607273231838,0.7249999213005665,0.8672234316177637,0.7897597011380295,0.6512714910799039
72,0.2952207912751239,0.9573521085686136,0.7269890764724932,0.8669997155926968,0.7908453631270844,0.6653687790486
73,0.28470463182428757,0.9593441864813604,0.737648731733693,0.8734974478653061,0.7998458398738594,0.6525704420564166
74,0.2879272213728308,0.9585510590358343,0.7331961842188232,0.8713951817327227,0.7963443350752684,0.6633725609804104
75,0.28345182216424736,0.959468014584388,0.7379111253590314,0.8749093691680628,0.8005917079808286,0.6620354326576242
76,0.28503105312371424,0.9591888486098513,0.7364606732728862,0.8738711200774721,0.7993032443419753,0.6583930884816279
77,0.2802500317422606,0.9600354444727156,0.740928207812781,0.8768675858072782,0.8031865720055004,0.6584156202518038
78,0.2767275029377972,0.9603438611802508,0.7428560335213065,0.8772424393581905,0.8044755918816936,0.6386014163714633
79,0.27270160208074307,0.9613205816067436,0.7482729797093594,0.8801866308484759,0.8088869612673023,0.6529034496325109
80,0.2735624827926965,0.9611861861614425,0.747446705231893,0.8799679355130805,0.8083116836258492,0.6637134479786377
81,0.2678744223156421,0.9622092751794704,0.7535866095704067,0.8820616369397538,0.8127784685145908,0.656516842290388
82,0.26601471215915334,0.9623761348185784,0.7536280107203828,0.884631787049515,0.8138920271396203,0.6595241163760891
83,0.28060973446360593,0.9599674262189398,0.7413376654314004,0.8747402900600091,0.8025329747099818,0.6574929198793912
84,0.2784224129516444,0.9602801069417785,0.7421219646738844,0.8779819574133289,0.8043554321433549,0.6508103267353212
