Epoch,Loss,Accuracy,Precision,Recall,F1-score,Test-F1-score
30,0.42435804419119083,0.9344848468019638,0.6123162118406585,0.8108395892193664,0.6977313732079534,0.669083621279744
31,0.4162319738749224,0.9359374083339705,0.6188637388902885,0.8149166145089727,0.7034861954178296,0.6685959162022763
32,0.4128172734998307,0.9364456398198221,0.6211841299561003,0.8162778502481646,0.7054918365726632,0.6657190502395318
33,0.41365994525084276,0.9370551004709121,0.6250141035527019,0.8124858285143379,0.7065253923566523,0.6677065032831878
34,0.40854953000487665,0.9373635257614089,0.6255600164130272,0.8178986871723439,0.7089149345261673,0.6670188155897895
35,0.4055080676496511,0.9377996088723818,0.6275114855505252,0.8194001881763451,0.7107317449703279,0.6606454357108968
36,0.40064193127611575,0.9392482359748091,0.6351292283602722,0.819100219310816,0.715477865028453,0.6605273588790257
37,0.3964217057767904,0.9395278791620085,0.6355905120435479,0.8239347874754825,0.7176102170131728,0.6688614706915862
38,0.40059712135566855,0.9386590293964099,0.6315675925114457,0.8213914579337291,0.7140796231493608,0.6606259878081473
39,0.3919502242877477,0.9407129818790473,0.6421861505017274,0.8225665384730503,0.7212696625848424,0.6768968963588616
40,0.3882901509495758,0.9411342387822202,0.643631489824022,0.8262430898648627,0.7235938062131606,0.6677618690203605
41,0.3879028002849486,0.9411619445821381,0.6437315270448623,0.8264616606987663,0.7237408407559875,0.6759210543958275
42,0.38279098834631575,0.9420740215753407,0.648473040147369,0.8273201503864529,0.7270596131456893,0.668751759977839
43,0.37848655473832493,0.9430360308057184,0.6529686161652515,0.8305904847357706,0.7311464964065834,0.6765283488859233
44,0.37620615059474727,0.9437181754084886,0.656947141575944,0.8297771118675127,0.7333164849149841,0.6725847245972643
45,0.3811272989225516,0.9422415180701965,0.6484927604183206,0.8311573993847987,0.7285499923047748,0.6681032276263948
46,0.37324250644108037,0.9442599782901884,0.6592411690193418,0.8327053425493135,0.7358891745973958,0.6712402410968022
47,0.3678507262645063,0.9446623149128971,0.66088145367335,0.8351276242719874,0.7378569641965887,0.6693056990066689
48,0.36857317159118036,0.9447085032622395,0.6616850746475544,0.8330007279435908,0.7375251011219947,0.6716376849223847
49,0.3604172405528251,0.9463321506836267,0.6697398829469507,0.8374795524720758,0.7442757759916718,0.6744193081719815
50,0.3576344565721856,0.9469224799133981,0.6727903585904047,0.8387656855497951,0.7466656212212957,0.6450933172268745
51,0.35542359297487613,0.9469468229089764,0.6725700040922449,0.8400703181801565,0.7470461933573302,0.672832216221134
52,0.35580369195526823,0.9469627563188175,0.672671730367693,0.840035196641409,0.7470950508725235,0.6582470287493674
53,0.3498499096243208,0.947867556677209,0.6769298794445326,0.8435684455284261,0.7511178102020268,0.6740360965318921
54,0.34976153995470216,0.9477446315017376,0.6759830720609828,0.8443890525501053,0.7508592094234717,0.6734481315999798
55,0.3398648774366816,0.9495163195607149,0.6855685611861817,0.8472213064483477,0.7578707353597415,0.6700649412221571
56,0.347093933676131,0.9480922877929358,0.6778910551769795,0.8447934472486085,0.7521951138922074,0.663144990988721
57,0.3421540603322803,0.9490930336454291,0.6832832855411242,0.8464648128016462,0.7561705865333457,0.6681162402911087
58,0.34739392931570584,0.9483065854605894,0.6796586799962013,0.8430095381484521,0.7525720220526114,0.6791746442421307
59,0.33757519525177077,0.9499288578915347,0.6877438572325343,0.8481646179654623,0.7595765181939361,0.67479011011836
60,0.3378146013239966,0.949879208892091,0.6874930887104695,0.8480132529690677,0.7593628690760443,0.6588653233889746
61,0.3267570667752037,0.9517373411067225,0.6967678519740905,0.8542210953877799,0.7675023071656099,0.6722063990641151
62,0.32638698989008313,0.951803433343924,0.6971537308892619,0.8542743851438983,0.7677578724420506,0.6607838887762545
63,0.3247376751465939,0.9520148780351549,0.6985434212514458,0.8539746371685502,0.7684784875440105,0.6782817210022877
64,0.31802733334890915,0.9530949768004608,0.7040786433279486,0.8573751310569054,0.7732019083760377,0.674448776165555
65,0.3159104807357582,0.9534614812752462,0.7064331283387474,0.8571553453270074,0.7745297976673096,0.6356712183788903
66,0.3167789002473785,0.953536709216733,0.7069656000689175,0.8569722825896678,0.7747749200544102,0.6734635403221692
67,0.3114997372232036,0.9546977676252557,0.7131300350676576,0.8602714431075803,0.7798205517164083,0.6704287163006852
68,0.3079243652582811,0.955016930200665,0.7143969854843659,0.8624091630548361,0.7814562454760147,0.6698184324726618
69,0.30817255229159507,0.95513349540162,0.7155713963734954,0.8611954267338747,0.7816587779846552,0.6658325291188887
70,0.3018484256579227,0.9562462180038179,0.7214188908224946,0.8647418738091949,0.7866051630599404,0.6652720609946295
71,0.3108778434863309,0.9546031044256111,0.7131610493306938,0.8584856012183418,0.7791045041661065,0.6706034510866612
72,0.30173927822684987,0.9561194613943058,0.7208701427815425,0.8640127705449129,0.7859773160914811,0.6649417388580247
73,0.2997773907817599,0.9564751152890862,0.7221170759138252,0.8668478960155056,0.7878910850661701,0.6699795188939891
74,0.29392539470825557,0.9576816256288495,0.7295638434817063,0.8679361114912263,0.7927572121989008,0.6696123215503204
75,0.29191654996891225,0.9575970353928925,0.7277356892533872,0.8712618340533801,0.7930573025701488,0.6697638193882404
76,0.29356946476868223,0.957413172906933,0.7274425632977012,0.8688803617916093,0.7918956091485813,0.6680388030201394
77,0.28829644817226335,0.9583760627491668,0.7326324728812577,0.8718156609591957,0.796187112706827,0.672428444632057
78,0.28411153565359243,0.9591162710868946,0.7367260985788167,0.8738780021322529,0.7994624263784115,0.6667704355738758
79,0.2871203485605209,0.9585113576888394,0.733550849292713,0.8717544191565684,0.7967035393395401,0.6628763146843557
80,0.27905914135217025,0.9599850436058392,0.7419241609350858,0.8754199812618859,0.8031626889021534,0.6716113913502368
81,0.28031709926790305,0.95955717438908,0.739056939078702,0.8754036906110518,0.8014728388459122,0.670416695637386
82,0.27599358478325076,0.9606319431352567,0.745770899822341,0.8767106978108569,0.8059571546993762,0.6698119984326396
83,0.27390048401857003,0.960835508667775,0.7459786722924295,0.8795242312662761,0.807265636810154,0.6727029655472677
84,0.2699950058264231,0.961747709255624,0.7519117931408051,0.8802383139982636,0.8110302675895716,0.6710076023746254
85,0.27705701482745837,0.9604943977430629,0.7445870826940703,0.8773105803193697,0.80551830181807,0.6737486335664488
86,0.2742335302328485,0.9606553385718787,0.7453486072551551,0.8781034656233582,0.8062981421654475,0.6641904848683148
87,0.2687962109428853,0.961604277668392,0.7507169246079574,0.8807252111792963,0.810540940996555,0.6734381383020921
88,0.26152171997850476,0.9630396080467696,0.7586319727496511,0.8853470068773054,0.8171060028367725,0.6604848694498934
89,0.26167882537102766,0.9628726368291612,0.7576828547881775,0.8848639200518915,0.8163496240273032,0.6706251994993497
90,0.2595297795823321,0.9633918115910026,0.7606923456189967,0.8862454776877172,0.8186831848489851,0.6648599999959605
91,0.2599392975919009,0.9633218261224371,0.7605141733783154,0.8855484587221967,0.8182825379033682,0.6694202349681079
92,0.25608831989475983,0.9639640290552887,0.7640276418347826,0.8877648707963632,0.8212616240254973,0.6650163309083249
93,0.2565883315316429,0.9639709709545989,0.7641672930319103,0.887565406963099,0.8212569193911419,0.6656186031149519
94,0.25711743328770537,0.9638345070155617,0.7634705912885851,0.886980876322152,0.8206043345069219,0.6651772211123116
95,0.2540843243788516,0.9644979836769374,0.7678742265324625,0.8876288024449892,0.8234201547143958,0.6701551244168085
96,0.24821621163514745,0.9653959245324497,0.7722728752981574,0.8919470398120313,0.8278070689999043,0.6671928935566137
97,0.25152987474701155,0.9647863299871593,0.7690857052268881,0.889445348069359,0.8248982753999856,0.6677788638210944
98,0.2508377132791714,0.9647512960546611,0.768633402239982,0.8898814957313524,0.8248254417141998,0.6587328163820702
99,0.24443032397735473,0.9659155215759998,0.7751427520247449,0.8937721449309072,0.8302412560024172,0.67149961563157
100,0.24353952814305246,0.9662331907160975,0.7773774704066025,0.8939008134612243,0.8315770747103741,0.6678403701736195
101,0.24037916251430613,0.9667050081292319,0.7796862394027861,0.8962068517262513,0.8338958536772789,0.6649460593500486
102,0.237790660997928,0.9672554523366309,0.7836334316941062,0.8963626345262617,0.8362159191437617,0.6598766009424744
103,0.24556781797396204,0.9656958475412246,0.7739550966876804,0.8929440276430808,0.8292026447955027,0.6655666577708611
104,0.24258297412703944,0.9661867139792466,0.7770903011558905,0.8937978234144255,0.8313681922279604,0.6686867037514226
105,0.2347230928927419,0.9676673005973412,0.785626952958066,0.8984445797028652,0.8382568838253329,0.6695660276774479
106,0.2329599738844,0.9679484320700752,0.7870982934366378,0.8996466088442441,0.8396175492332346,0.6706094895609904
107,0.22768687997063536,0.9690691162274168,0.7940038160793752,0.9024508649120697,0.8447610638741602,0.658275773299163
108,0.2332825136554209,0.9680175163276767,0.7877127288723947,0.8994402421928298,0.8398770470564182,0.6676573403532412
109,0.23812456131784743,0.9669936428269622,0.7814311540906127,0.8969404832392396,0.8352110121251802,0.669170349898861
110,0.2300707992276734,0.9686277339959765,0.7914494281551201,0.9010051386787211,0.8426814116565977,0.665842878671915
111,0.22727881540667336,0.9690590175148446,0.7937744044650168,0.9027483487630646,0.8447614764466902,0.6693451699614847
112,0.22972355875364853,0.9686005277244215,0.7911718189301752,0.9011514784235024,0.8425880036406976,0.6631719581093218
113,0.224629847629051,0.9694863975027949,0.7962519597638916,0.9041516640816993,0.8467784052596351,0.667663150799244
114,0.22222706526919517,0.9699234951198242,0.7991425367147249,0.9049262155006813,0.8487510030973882,0.6697785375524447
115,0.2215835659732073,0.9700673489887651,0.7999888652015542,0.9053857222992945,0.8494303853950699,0.6595357260184929
116,0.21737428997565472,0.9707585160007277,0.8037682650612373,0.9081507703600278,0.8527772096729832,0.668412931483778
117,0.21853209128276999,0.9705076085688333,0.8025412091268503,0.9068734728895407,0.8515234379516804,0.6709124942422308
118,0.22296668898384525,0.969815926579177,0.7985534840515688,0.9045006705673664,0.8482315842389243,0.66796009653424
119,0.21994253615484727,0.9703497679057332,0.8013517161498561,0.9068532062154521,0.8508444901218258,0.6649050086822321
120,0.21798652667562274,0.9706765006532388,0.8037198687888016,0.90707713363624,0.8522763528274112,0.6675339688924044
121,0.2134759366672958,0.9715216923435918,0.8086827178741,0.9098764748975429,0.8563003052145919,0.6686944772399038
122,0.21115510173724347,0.9719184260089937,0.8106907202741948,0.9117909853170983,0.858273836205988,0.6690041901911894
123,0.20995553114986162,0.9722381447603121,0.8127525074109171,0.912538477688932,0.8597598228425191,0.6686646394638198
124,0.20685491986030516,0.9727474731486511,0.8159212574295908,0.9139605134503896,0.8621627488404519,0.668323804555178
125,0.21020902890079426,0.9721703427971676,0.8126485016367879,0.9117803273658747,0.8593650307787031,0.6657279803976432
126,0.22421750562852927,0.969767843111922,0.7983247263099165,0.9042450454056333,0.847990126904656,0.658929345188314
127,0.21277278689843304,0.9717683718086214,0.8105279021974902,0.909985870759585,0.8573821964685014,0.6679213817944758
128,0.20738288944943575,0.972789979407484,0.8169732919086408,0.9126890143471486,0.8621828039418165,0.6680522781945611
129,0.2074761125999641,0.9727366740664155,0.8163331252006015,0.9130818675337048,0.8620012867001958,0.6646231402966141
130,0.20636149525963715,0.9729844658832634,0.8179846964884633,0.9135947745335269,0.8631501549497899,0.6638988929201064
131,0.2095892784007476,0.9723739237790168,0.8140092165353592,0.9121789236971317,0.860302575035376,0.6642284642577814
132,0.2032748608977968,0.9735603087905127,0.8209458053804916,0.9163398872554428,0.8660238093641321,0.6691636204385544
133,0.19861135135763738,0.9743623453501387,0.8264418888390378,0.9178302885278586,0.8697420128889551,0.6699804261304377
134,0.1994491498666311,0.9742731254647159,0.8261664771775847,0.9170874900723669,0.8692559491282484,0.6654224841768699
135,0.21085475148216412,0.9722671483040178,0.8139486107347472,0.9108028330932809,0.8596562748823142,0.664447786371393
136,0.19883223637095038,0.9743007076699871,0.8264107383362601,0.9170465701663734,0.8693727451127695,0.6665464281133769
137,0.1995900499049544,0.9741560195371826,0.8252196051217129,0.9171102417609895,0.8687417631203939,0.6618727317390456
138,0.19825852873190394,0.9743329761722705,0.826015487648493,0.9181575925532619,0.8696526739918732,0.6636113058853587
139,0.19912998245732805,0.9742798871218333,0.8261528131551311,0.9172025738565648,0.8693000776205412,0.6641024102511168
140,0.20399736255567993,0.9733252678213593,0.8198495311442546,0.9150225534396853,0.8648255028022477,0.6651402263260446
141,0.19286241882412902,0.9753755176143795,0.8328998046697996,0.9206495099054336,0.8745791071810587,0.6677541911116259
142,0.18948492976131465,0.975954816021953,0.8365825408333148,0.9223223664671918,0.8773627108593796,0.6685015357878298
143,0.1927558614237289,0.9753714698897075,0.8325240295840861,0.9212197379071738,0.8746289880556318,0.661416407864434
144,0.1924726478655062,0.9755720743004873,0.8346906719419613,0.9203204939811291,0.8754165744797665,0.6647208637524775
145,0.1910078654271573,0.9757057934084173,0.8348807530206744,0.9217949911605272,0.8761877641903656,0.6617109335195
146,0.18863356266060285,0.9762290004455999,0.8382399273694863,0.923264463088312,0.8787002072482382,0.6642394851762827
147,0.19082842437886807,0.975919364957523,0.8366955534453532,0.9216649972891252,0.8771272816327903,0.6627742692949659
148,0.1901979394799294,0.9759758374114074,0.8368230145682579,0.9222088289142596,0.8774435495671724,0.664123735422042
149,0.18806766815021675,0.9764130843719678,0.8395143970509019,0.9236377122713221,0.8795692135819284,0.6593840771716479
150,0.18946169190249354,0.9761304131159299,0.8376388435450726,0.9229335143749255,0.8782200381282277,0.6583281005127957
151,0.18616353268571942,0.9767882559213371,0.8420746036237955,0.9244722905969369,0.8813517945234082,0.6683864092642783
152,0.18345107463492216,0.9772659080317404,0.8450195130229927,0.9260593313234535,0.8836853397953731,0.6620315815539587
153,0.18366867111056961,0.9771961852017987,0.8447348021700073,0.9255958485015859,0.8833186339249697,0.6667348680643618
154,0.18478835695435739,0.9770810979868245,0.8439309589764667,0.9253622019128427,0.8827726548927043,0.6586984971125136
155,0.18811066613364413,0.9765220021541723,0.8406486504751101,0.9232471784316643,0.8800139802865327,0.6663538694867421
156,0.1890285794706036,0.9761578047794545,0.8385559086486325,0.9218049864412085,0.8782119850061748,0.6649190550781221
157,0.18263976095179021,0.9773832559987897,0.8458773891295278,0.9262389702629907,0.884236069176247,0.666265606020829
158,0.17793155764794413,0.9781550118700298,0.850628881279653,0.9288581203593044,0.8880239564110777,0.6682185545886499
159,0.17566053934817044,0.9786023575431625,0.8534759415185182,0.9302517717325289,0.8902115505977423,0.6643982111608011
160,0.18188659497348447,0.9774244439147269,0.846274441297264,0.9261508903033959,0.884412802361212,0.6600641331633365
161,0.18621825348495474,0.9767463006886364,0.8426261692471423,0.9230353999708204,0.8809998435899622,0.6641960826474075
162,0.18197468879087916,0.9775242671908618,0.8466832025641386,0.9268128429527142,0.8849378243976708,0.6621950474713313
163,0.18556732668307913,0.9768780319826691,0.8432443936354261,0.9237840520161034,0.8816787581539766,0.660447143572683
164,0.1784421124387623,0.9780725433421706,0.8503594278275064,0.9282048376495827,0.8875785373307223,0.6669782044292422
165,0.17701867363362941,0.9782388811372158,0.85146944012246,0.9286417584272089,0.8883827917790494,0.662179668828232
166,0.1740177334399236,0.9788130503669608,0.855323575728366,0.9301372401737832,0.89116300184003,0.6623850011979335
167,0.17051435902594234,0.9795506529175587,0.8600665292547129,0.9324214103109106,0.8947836450863106,0.6666859748667305
168,0.1749048202707761,0.9786665443628976,0.8542415600606804,0.9299038144752207,0.890468340216192,0.6673079889151351
169,0.1746346438429105,0.9788140082254709,0.8553273600673068,0.930143811656662,0.8911680720546856,0.6551024020131605
170,0.1851989491328075,0.9769083075212781,0.8440107534038424,0.9229620644307942,0.8817225703766346,0.6658648641084599
171,0.17643773951379438,0.9782743425011997,0.8517393025691237,0.9286837827841065,0.8885488892645528,0.6647394331157503
172,0.17137909098214538,0.9792614208457038,0.8584126828662888,0.9312085575506724,0.8933300724670408,0.6643126671764187
173,0.17179811014881674,0.9791272794560649,0.8575723237678416,0.9307583833621982,0.8926678119476911,0.655262026795117
174,0.16982331116887114,0.9795710872324424,0.8603226057467063,0.9322977670322068,0.8948652558506935,0.6681224050772573
175,0.16641653120276742,0.9802113950473812,0.8644393574719059,0.9343204031952648,0.8980224559965024,0.6633756768991707
176,0.16438370631791832,0.98067451448727,0.867607374342418,0.9355235367875477,0.9002864011455833,0.6633424397753126
177,0.16534394598151794,0.9805121729191276,0.866566270209163,0.9349971002641515,0.8994820422213843,0.6642975127854897
178,0.16629044295883563,0.9803153741935038,0.8648088998509368,0.9350945680564303,0.8985794172591566,0.6626459464174619
179,0.16623218791343453,0.9804199301146431,0.8661852972457624,0.934388492593497,0.8989951745019799,0.6591336289422315
180,0.17176803468533283,0.9793181765373197,0.8589285164872221,0.9311572558061812,0.8935856959761652,0.6624109099149944
181,0.1699458953906905,0.9797504694124674,0.8617469276936267,0.9324555378438446,0.8957079375176678,0.6588189675348958
182,0.1651966736684591,0.9805993843915451,0.8673587767925889,0.9349372942476994,0.899881080524566,0.6591089444076302
183,0.16724700667466114,0.9801697179026351,0.8645360320247165,0.9336471299241805,0.8977634782666875,0.6523133619686688
184,0.16451540645563378,0.9806560782858378,0.8677542535611656,0.9350749640528841,0.9001576738691976,0.662264940159421
185,0.16220352266516005,0.9811721477321865,0.8710773239964309,0.9367452803775632,0.9027186297187911,0.665128941347243
186,0.16824141986206215,0.9800585960159018,0.8642326465488873,0.9326832203977061,0.8971541770909252,0.6476231644230285
187,0.16430169576904524,0.9806999131871204,0.8679265044415702,0.9353771418202212,0.9003903637831543,0.6641424064183812
188,0.16274010667180758,0.9810823304726392,0.8706811566729836,0.936188802789578,0.902247497567093,0.6625294290544835
189,0.15927079340036346,0.981715598542506,0.8747603306185091,0.9382623541393108,0.9053992473607014,0.6626704888826983
190,0.16052943652852206,0.9814610605178714,0.8729916402710768,0.9376112251088519,0.9041483110351695,0.6619958250624667
191,0.162171836129096,0.9811535055396768,0.8708679396770297,0.9368141428914282,0.9026381467707713,0.6602632806897568
192,0.1642529131829578,0.9806834647995855,0.8684933371632932,0.9343403937566274,0.9002143599854834,0.6636533573561579
193,0.16276222326845494,0.9809957163743461,0.8696766579105982,0.9365571371660651,0.9018786861512916,0.660564295420959
194,0.15999148980867509,0.9815651632586404,0.8739494647658013,0.9375402089157241,0.9046286884021898,0.6637947828014026
195,0.15695460895804383,0.9821042419083409,0.8773725150094217,0.9393947476511919,0.9073249494008899,0.66020196160607
196,0.15630733605343697,0.9822331459748355,0.8781089961354706,0.9399570788289684,0.9079810445471067,0.6638641219013844
197,0.15482153359931114,0.9825135513290215,0.8801148577887705,0.9406137853364925,0.909359196430931,0.6673976062257942
198,0.154709795876494,0.9825861734833783,0.880528028757408,0.9409345731015621,0.9097296469301446,0.6472602797042623
199,0.15691702999676654,0.9821793102067425,0.877876028758069,0.9396164661701718,0.9076975824428136,0.6599536157459268
200,0.15687954154698996,0.9821124558025545,0.8773594431357341,0.9395156850251809,0.9073743654197631,0.6568681587706267
201,0.15871417229226978,0.9817993236159377,0.875454347934621,0.9383177423521469,0.9057966562452814,0.6606341693576375
202,0.15415761665995872,0.9825969622660601,0.8804752587493969,0.9411425412067871,0.9097986663382875,0.6557453230403217
203,0.15368994411753836,0.982710777486131,0.8812841723981883,0.9414191509356963,0.9103596692792036,0.660445437670976
204,0.16146553311788167,0.9812747982358595,0.8725217366146196,0.9359495235012242,0.9031233413978648,0.6605135025302474
205,0.15760095411474814,0.9819715527557981,0.8767584606279739,0.9386116919602491,0.9066313456759262,0.6614134782781167
206,0.15275679372070292,0.9828159822791643,0.8820952843794082,0.9415875244760126,0.9108710255288893,0.661088193491396
207,0.1512996811028118,0.9831284295454485,0.8843753215033073,0.942275983947027,0.9124079935360766,0.6603936853938353
208,0.15044740818420832,0.9832854050460234,0.8854388561582317,0.9427394667688946,0.9131911746711431,0.6635566027578013
209,0.14906001388223344,0.9835453348871103,0.887168615672921,0.9435544963135085,0.9144932194559203,0.662001523318032
210,0.15035806764971535,0.9832919555622864,0.8854656452742813,0.9427831478021482,0.9132259148576926,0.657987645220688
211,0.15779909266615813,0.9818936623796353,0.8763551011969829,0.9382129299613564,0.9062296624456032,0.6608152200907871
212,0.1533176779265031,0.9827973709853163,0.8822438454254957,0.9411497753602084,0.9107453129920938,0.6537881140304125
213,0.152755389878692,0.9829460398956927,0.8831271391569115,0.9417574442475944,0.911500447843664,0.6624508658107694
214,0.1501976171272463,0.9833416045617301,0.8858064066970862,0.942924130960045,0.9134732745303901,0.6588376698092344
215,0.1506110998899789,0.9832846789274753,0.8855869310815706,0.94252608685424,0.9131697838507227,0.6597080028088131
216,0.14803481730569726,0.9837123009549417,0.8883686242981066,0.9439591119021925,0.9153205958374951,0.6638812382848592
217,0.1493787523911327,0.9834965047021995,0.8871968335989754,0.942915847578265,0.9142081391224604,0.6573993384464119
218,0.14765928257909425,0.9837509809295109,0.8885342579766492,0.944206895462507,0.9155250010749172,0.6628503367666807
219,0.14526288396104006,0.9842199247671147,0.8916641617599914,0.9456849821073431,0.9178804253663855,0.6593438780142209
220,0.14882766861076946,0.9835693688960724,0.8874979167887501,0.9433977195076844,0.9145944685956625,0.6571880903809606
221,0.15109352610824564,0.9831157250457465,0.8843858402433378,0.9421046836118151,0.9123332766650515,0.6630441057117207
222,0.14586581711499197,0.9840711528611996,0.890675389235747,0.9452085772098986,0.9171320549689196,0.66312629538932
223,0.14760753771445823,0.9837482257988499,0.8888459517071127,0.9437472229962582,0.9154742145439148,0.6595818484571992
224,0.14583597527038697,0.9839681882211335,0.8899732344961886,0.9449040800956631,0.916616423085966,0.6639332902635932
225,0.14327280307715795,0.984485256724208,0.8934125955669427,0.9465588788851408,0.9192181906988927,0.6542952524073253
226,0.14285933019497968,0.984565073116945,0.8939987306598624,0.94674183117739,0.9196146517143059,0.6518919160757815
227,0.14464711835683194,0.984351043237692,0.8926163813074591,0.9459971551553614,0.9185318617706205,0.6619818784040231
228,0.14503420168418446,0.9842634764306657,0.8922130606347979,0.9454740319846773,0.9180717252852211,0.659951421599382
229,0.14710823631270556,0.9839785186736679,0.8905700325478413,0.9442192100900868,0.916610271219216,0.6530957981074401
230,0.15666548992103002,0.9822681490086721,0.8793504130858948,0.938640628573934,0.9080287037301424,0.6527954429911725
231,0.14473828480571427,0.9841711048817579,0.8911227999142356,0.9458225966899827,0.9176582843917014,0.6586847488140254
232,0.1401656596165783,0.9849575633661513,0.8965026032401378,0.9481561910050647,0.9216062029098523,0.6574020808562325
233,0.13956284605348207,0.9851134780126772,0.8978901915677316,0.9481984914746883,0.9223588584610578,0.6612040748892863
234,0.13894782982505557,0.9852596235323547,0.8988438712083482,0.9487018449741906,0.9231001230335487,0.658129660420383
235,0.13838461884912454,0.9853730885675941,0.8997025159595701,0.9489375347971063,0.9236643847416063,0.6616332983166592
236,0.13944302734258682,0.9851827682613562,0.8983507061090633,0.9484258979158239,0.9227094097119296,0.660208101325101
237,0.14512527878634693,0.9841764503502178,0.8918172340826616,0.9449472641260099,0.9176138326592335,0.6551428167082959
238,0.13996057668223857,0.985071883264362,0.8974343309625731,0.9483005427382187,0.9221665313364807,0.6609800283595572
239,0.14083730977661205,0.9850112909889286,0.8973211939846194,0.9477172822158113,0.9218309690636161,0.6543153805280643
240,0.14566179672180804,0.9839670913186461,0.8901194515088667,0.9446916941868221,0.9165940098491434,0.6613720340468993
241,0.1391160195728518,0.9852041758840807,0.8986772415053487,0.9482522782337135,0.9227994165956399,0.6564533445470759
242,0.13862273504711548,0.9852745269868086,0.8989549384749297,0.9487349785013109,0.9231743772498237,0.6573951629057204
243,0.13636269926462533,0.9857194059167889,0.9020905569426015,0.9499713008432593,0.9254120063588793,0.658044506552556
244,0.13639501126789338,0.9857838090271552,0.9027341892072808,0.9499038188930243,0.9257185160014992,0.6579222946153558
245,0.14018673273029353,0.9850008317919707,0.897304181023096,0.9476132429406535,0.9217727729587648,0.6565930163733598
246,0.14007671183411965,0.9851195701987929,0.8981578750328266,0.947917187829437,0.9223669224023332,0.6602995314162167
247,0.1406326654424886,0.9849741662469942,0.8968417205000857,0.9479054806498545,0.9216668621126465,0.6585012991527955
248,0.13610242148534948,0.9857718512451089,0.9024139204038719,0.9501787719455775,0.925680592627757,0.6595274971682193
249,0.13462671478883917,0.9860749413666997,0.9046537986806285,0.9508976590389974,0.927199486521734,0.6620284470821192
250,0.13443904647207003,0.9860714034699444,0.9046985803724283,0.9507970987841873,0.9271751965310534,0.6601529365053431
251,0.13659530233421094,0.985704178026388,0.9021802060836304,0.9496707797522783,0.9253165468945898,0.6487310433032787
